-0.475, 0.510, -0.325
-0.467, 0.337, -0.200
-0.442, 0.175, -0.083
-0.392, -0.075, -0.033
-0.208, 0.783, -0.375
-0.208, 0.583, -0.275
-0.217, 0.325, -0.083
-0.217, -0.050, -0.042
0.008, 0.850, -0.208
0.017, 0.675, -0.125
0.008, 0.392, 0.000
-0.025, -0.008, 0.000
0.317, 0.700, -0.183
0.283, 0.558, -0.125
0.250, 0.350, -0.075
0.167, -0.017, -0.042
0.700, 0.033, -0.350
0.558, -0.183, -0.300
0.358, -0.367, -0.125
-0.167, -0.750, 0.033
-0.317, -1.000, -0.0
