1.0667	0	1.0432	2.0206	-0.13217	4.0887	1.0123	-0.18615	3.7352	2.9404	-0.081015
1.1333	0	0.98842	2.0052	-0.040779	3.6539	0.8156	0.015633	3.7143	2.9114	-0.027934
1.2	1	2.0484	-0.010688	-0.075856	4.7752	2.1697	-0.12144	3.5794	3.8208	0.11806
1.2667	0	1.2124	1.8205	0.075665	3.692	1.0348	0.11111	3.8246	3.1138	0.035789
1.3333	0	0.88507	2.0776	0.037502	3.7929	1.0232	-0.062708	3.7982	3.2015	-0.016956
1.4	1	1.9967	-0.030675	-0.1336	4.6861	2.2065	0.029275	3.6116	4.0127	0.054172
1.4667	0	1.0108	1.8668	0.087063	3.7916	0.94489	-0.13991	3.8264	3.0099	0.058674
1.5333	0	1.0091	2.1526	-0.029835	3.7864	1.0276	-0.0062123	3.7692	2.9334	-0.079332
1.6	0	1.1614	1.9776	-0.015872	3.9062	0.96935	0.059161	0	0	0
1.6667	1	1.9094	0.026885	0.06255	4.6089	2.0052	-0.079159	3.6556	4.027	0.14089
1.7333	0	0.95494	1.9928	-0.0086791	3.72	1.0548	-0.0081614	3.817	2.965	0.26857
1.8	0	1.0571	1.8832	0.19891	3.8723	0.79051	0.041531	3.7589	3.0473	0.0062684
1.8667	1	2.0547	-0.055873	-0.052064	0	0	0	3.5464	3.9494	0.25232
1.9333	0	1.2017	2.2071	0.011789	3.709	0.9784	0.12033	3.8584	2.8652	0.026092
2	0	0.84309	2.0341	0.03791	3.9139	0.73485	-0.028914	3.9721	3.0046	-0.019667
2.0667	1	1.8457	0.010556	0.026169	4.6477	1.8944	0.12525	3.559	4.0351	0.15258
2.1333	1	1.9478	-0.15591	0.049774	4.5769	1.9838	0.098957	3.5592	3.9457	-0.071119
2.2	0	1.043	1.9899	-0.0028398	4.0405	0.85428	0.024852	3.6775	2.8979	-0.0052872
2.2667	1	2.106	-0.10118	0.075278	4.4929	2.082	-0.0034922	3.6038	3.9771	-0.023673
2.3333	1	1.9117	-0.20593	0.023743	4.7961	2.0404	-0.086983	3.5159	3.9538	0.070102
2.4	1	1.9497	-0.012516	0.19385	4.4276	1.9673	0.16007	3.6427	4.0915	-0.11732
2.4667	0	1.0239	1.9964	0.14189	3.7096	0.99266	-0.16661	3.8522	3.0587	-0.057709
2.5333	0	0.94302	1.9362	0.051753	3.8073	1.0976	-0.01563	3.813	3.0413	-0.016695
2.6	1	1.7291	-0.17569	0.0084031	4.7723	1.7762	-0.097809	3.4455	3.9974	-0.029808
2.6667	1	0	0	0	4.7327	2.0051	-0.087514	3.6259	3.9842	-0.2001
2.7333	0	1.0292	2.048	0.092097	3.8551	1.0705	0.12057	3.6108	3.1162	-0.088945
2.8	1	0	0	0	4.5216	2.1105	0.0071077	3.662	3.9682	0.15721
2.8667	0	0.82752	2.0804	0.058155	3.8343	0.92929	-0.093913	3.7707	2.9949	0.05384
2.9333	0	1.0312	1.7798	-0.081558	3.8958	0.90335	0.14294	3.9214	2.9173	0.011163
3	1	2.0502	0.02306	-0.17133	4.7043	2.1143	-0.046509	3.5708	4.0403	-0.025187
3.0667	0	0.89168	2.0441	0.0019862	3.931	0.77677	0.17073	3.7451	3.0511	-0.03123
3.1333	0	0.7715	1.9732	-0.12815	3.8234	0.89542	0.037394	3.832	2.8681	-0.044364
3.2	1	1.9596	-0.15804	-0.016707	4.6091	1.9068	-0.083528	3.4579	4.0387	0.28638
3.2667	0	0.93927	1.8037	0.075581	3.8032	0.99447	-0.21736	0	0	0
3.3333	1	2.006	-0.13844	-0.03292	4.6224	1.9419	-0.035165	3.6442	4.07	0.094845
3.4	0	0	0	0	3.9985	1.0414	0.18416	3.9885	2.9242	-0.13468
3.4667	1	1.8024	-0.22351	0.030917	4.7162	2.0145	0.097952	3.7091	4.0189	-0.11572
3.5333	1	1.9554	-0.089468	0.11859	4.5362	2.3048	0.0089511	3.5866	3.9466	-0.29637
3.6	1	1.987	0.10305	0.051595	4.7769	2.1431	0.094559	3.6512	4.0152	-0.061451
3.6667	1	1.7427	-0.074876	0.016778	4.7004	2.0548	-0.15141	3.5323	4.0588	-0.15684
3.7333	0	1.1624	1.8804	0.11027	3.9911	0.8807	-0.13715	3.9485	2.906	0.041129
3.8	1	2.0331	-0.15736	0.10101	4.5138	2.0363	-0.017414	3.7338	4.0197	-0.030134
3.8667	0	0.97853	1.9763	-0.068027	4.0305	0.94199	-0.13678	3.8737	3.1866	-0.19837
3.9333	0	1.0328	2.1617	-0.036049	3.8769	1.1051	0.017377	3.9278	2.9614	0.20357
4	0	1.0964	1.947	0.0664	3.7693	1.0071	0.040316	3.7709	2.9543	0.094867
4.0667	1	1.9322	-0.18549	-0.015301	4.5915	2.0449	0.059367	3.642	3.9248	0.10858
4.1333	1	1.9607	-0.20548	-0.091676	4.7887	1.8695	0.029753	3.7084	3.8764	0.066429
4.2	1	1.8732	-0.013502	-0.1197	4.7096	1.8917	-0.14321	3.7754	4.1953	0.036487
4.2667	1	1.9471	-0.088523	0.11214	4.8822	2.0304	-0.065685	3.861	4.0175	0.070739
4.3333	0	1.1615	1.9686	-0.018117	3.8265	1.0942	-0.018291	3.8203	2.9908	-0.18794
4.4	1	1.7649	-0.10688	0.052674	4.7546	2.0452	0.031277	3.7356	3.8592	-0.015185
4.4667	0	0.99315	1.9276	0.017943	3.8872	1.0081	0.059398	3.7871	2.9761	-0.095869
4.5333	1	1.9634	0.01447	0.097792	4.9114	2.0554	0.062163	3.6902	3.8613	-0.054902
4.6	0	1.049	2.0834	-0.055841	4.0169	0.97641	0.04789	3.9527	2.9502	-0.092894
4.6667	1	1.8492	-0.11025	-0.069618	4.8262	1.9702	-0.048684	3.6554	3.9917	0.051151
4.7333	0	0.89791	2.0225	0.12588	3.9697	1.0256	0.022751	3.9555	2.9161	-0.050871
4.8	1	1.9542	-0.2609	0.11657	4.4671	1.9652	0.060161	3.7592	4.049	-0.10288
4.8667	0	0.91745	2.0151	-0.20369	3.791	1.1047	0.00295	4.1899	3.0447	0.068075
4.9333	0	0.83871	1.9461	0.028601	3.718	0.92271	-0.041921	4.0099	2.9763	-0.15259
5	1	1.9651	-0.2341	-0.24563	4.8327	1.9446	0.18737	3.65	3.9867	-0.15314
5.0667	1	1.8785	-0.18863	0.10202	4.5525	2.0044	0.055576	3.8176	4.0699	-0.012839
5.1333	0	0.92098	1.9056	-0.037563	3.8792	0.97992	0.13407	4.0785	3.1579	-0.064117
5.2	0	1.0751	2.096	-0.036789	3.8879	1.0368	0.075365	4.0059	2.8411	-0.027549
5.2667	0	1.0107	1.9389	0.10498	3.8741	0.81604	0.040633	4.0112	2.9963	0.22415
5.3333	0	0	0	0	3.9589	0.93843	-0.02144	3.9659	3.1348	0.071946
5.4	1	0	0	0	4.7483	1.7596	0.078381	3.6622	4.1065	0.1171
5.4667	0	0	0	0	4.0319	1.0736	0.040922	3.9265	3.0829	0.037824
5.5333	0	1.0046	2.0286	-0.12855	4.1438	0.96272	0.083544	3.9676	2.7954	-0.17593
5.6	0	1.0967	1.9639	-0.076146	4.0916	0.91543	-0.18841	3.8204	3.093	-0.037316
5.6667	1	1.9348	-0.15435	0.021704	4.772	2.0915	-0.1058	3.8815	3.8997	-0.072009
5.7333	1	2.0134	-0.038049	0.075406	4.8445	2.0382	0.014992	3.8647	3.9439	0.011603
5.8	1	2.0343	-0.38613	0.012002	4.7408	1.9028	-0.14132	3.7719	3.9801	-0.044438
5.8667	1	1.7384	-0.10632	-0.044783	4.7708	2.0471	0.030572	3.8244	4.0548	0.052344
5.9333	1	1.7773	-0.13385	0.0439	0	0	0	3.8163	3.9327	-0.076692
6	0	1.1598	2.1193	3.0318e-05	4.0205	1.0455	0.10639	4.0823	2.7319	-0.13159
6.0667	0	1.0331	1.9706	0.036186	4.126	0.95694	0.20394	3.951	2.9527	0.075641
6.1333	1	0	0	0	4.7395	2.1507	-0.084466	3.941	4.1371	-0.23914
6.2	1	1.8589	-0.26288	0.024325	4.8823	2.1763	-0.054179	3.7533	4.0641	-0.068818
6.2667	0	1.0397	1.9249	-0.0050977	3.8531	0.97416	-0.13568	4.0866	2.9794	0.12873
6.3333	0	0.92512	1.9296	-0.014058	4.0044	0.77553	-0.047688	3.9802	3.1738	0.07394
6.4	1	1.937	-0.080714	-0.10946	4.7427	2.0021	0.088861	3.7653	3.9918	0.04435
6.4667	0	0.93134	1.9415	-0.028845	3.9701	0.90077	-0.02178	3.8932	3.0898	-0.012479
6.5333	1	1.7951	-0.21693	-0.10511	0	0	0	3.9126	3.9635	0.17598
6.6	1	1.7079	-0.026466	-0.018189	0	0	0	3.8884	4.0295	-0.048871
6.6667	1	1.9924	-0.25667	0.061461	4.8261	1.929	0.032838	3.7327	3.9217	-0.027126
6.7333	1	2.0199	-0.061153	-0.0015248	4.8528	2.0687	0.011912	3.8686	3.9309	-0.044827
6.8	1	1.8626	-0.10751	0.016925	4.7372	1.8374	0.11545	3.8493	3.8595	-0.038468
6.8667	0	1.0137	2.1294	0.066966	4.0464	0.97741	0.05521	0	0	0
6.9333	1	1.7371	-0.1513	-0.019543	4.9652	1.9859	0.081049	3.7266	3.9697	-0.067932
7	0	1.0567	1.9553	0.11125	3.9546	1.0745	-0.086027	4.0851	2.9135	-0.012548
7.0667	1	1.8983	-0.16918	-0.12155	4.8147	2.0219	0.15859	3.6382	4.1143	0.060818
7.1333	1	1.8117	-0.27609	0.11469	4.8702	1.9734	-0.022567	3.7681	4.1151	-0.17194
7.2	1	1.6451	-0.10512	-0.053691	4.9363	1.7622	0.055053	3.6442	3.9694	0.085251
7.2667	0	0.98704	2.0488	0.064611	3.9977	0.97751	-0.17013	4.0491	2.9715	0.13919
7.3333	1	1.7566	-0.13585	-0.039933	4.899	2.1597	0.058199	3.9102	3.9236	0.13463
7.4	1	1.9162	-0.074375	-0.090462	4.7992	1.9704	-0.07542	3.8187	3.9172	-0.055286
7.4667	0	0.9337	2.0107	0.088081	4.1097	0.8578	-0.058395	3.9028	2.9971	-0.10372
7.5333	0	0	0	0	4.1444	1.1168	0.074963	4.2011	2.9636	-0.099233
7.6	0	1.0911	2.0354	0.059928	4.2126	0.9358	-0.16218	4.1249	2.8986	-0.17456
7.6667	0	1.0014	1.8751	0.053922	3.9362	1.0822	-0.064828	3.9937	2.9165	0.052927
7.7333	1	1.7036	0.11368	0.13871	4.9029	1.9948	0.06798	3.9338	3.9364	-0.19734
7.8	0	1.0939	2.1605	-0.096844	4.1907	1.052	0.085007	0	0	0
7.8667	0	0.90159	2.1151	0.019146	3.9117	0.97923	-0.031118	4.0768	3.0742	-0.1057
7.9333	1	1.7573	-0.12711	0.027821	4.8194	1.9171	0.12201	3.8047	3.9682	-0.12282
8	1	1.7716	-0.22253	0.10643	4.7317	2.0228	0.068204	3.9219	4.0384	0.074584
8.0667	1	1.8277	-0.10642	0.073405	4.8166	2.0517	0.12302	3.8112	4.0927	0.17027
8.1333	0	0.96815	1.9378	-0.14226	4.0177	0.8415	0.04862	4.2523	2.9625	-0.06851
8.2	0	1.0795	2.0858	0.051184	4.051	0.89049	0.0093001	4.1591	2.9573	0.12255
8.2667	1	1.7	-0.31283	0.14168	4.9467	2.0075	-0.031759	3.8028	4.0522	-0.027234
8.3333	1	1.7041	-0.14882	-0.01285	4.9502	2.0576	0.14614	3.8058	3.8951	0.098248
8.4	1	1.7764	-0.044343	0.06615	4.7435	1.978	-0.029923	4.0279	4.0093	-0.13996
8.4667	0	1.0339	2.1657	0.030382	3.9996	1.0978	0.20951	4.2044	3.1071	-0.056737
8.5333	0	1.0834	1.9888	0.10976	4.1581	0.99951	-0.16127	4.0269	3.0918	0.021593
8.6	1	1.7171	-0.28775	0.06593	5.0346	2.0741	0.1425	3.9261	3.9212	-0.0045373
8.6667	0	1.1707	1.9173	0.045231	4.0908	0.94183	-0.031822	4.17	2.826	0.0088441
8.7333	1	1.6119	-0.27812	0.017124	4.9452	2.0635	0.011241	3.8474	4.0292	-0.12632
8.8	1	1.8531	-0.19667	0.073801	4.9573	2.0668	0.062437	3.8064	4.0529	-0.12649
8.8667	0	0.8449	2.0726	-0.17519	4.168	0.94578	-0.017382	4.1024	2.9748	0.16427
8.9333	0	0.91281	2.0512	-0.24119	4.3098	1.0285	0.083339	0	0	0
9	1	1.7623	-0.23128	0.18499	4.9102	2.1031	0.039638	4.0521	4.0111	-0.11879
9.0667	0	0.70325	2.0753	-0.03873	4.2059	1.0491	0.041575	4.2719	3.1091	0.080667
9.1333	0	1.0864	2.0354	-0.072079	4.211	1.0188	-0.056651	4.1901	2.9565	0.035337
9.2	1	1.7043	-0.17256	0.017722	5.1071	1.955	0.0057116	4.0972	3.967	-0.093728
9.2667	1	1.7345	-0.35402	-0.0064342	5.0466	1.866	-0.03989	3.7791	4.127	0.037242
9.3333	0	1.0073	1.9668	0.040463	4.3282	1.3618	0.22904	4.3064	2.9256	-0.12515
9.4	1	1.7001	-0.1674	-0.058795	5.0129	2.0451	-0.044317	3.852	3.9161	0.11802
9.4667	0	0.93541	2.0507	-0.16314	4.0654	0.98707	0.04798	4.0649	2.8227	0.023143
9.5333	1	1.853	-0.26438	-0.20046	5.1449	1.8387	-0.0018027	3.9488	4.0473	-0.047033
9.6	0	0.90951	1.9932	0.13031	4.2754	0.88904	0.057251	4.2403	2.94	-0.15604
9.6667	0	0.93295	2.0317	-0.1167	4.257	0.95216	0.11612	4.2135	2.8329	0.16437
9.7333	0	0	0	0	4.2462	0.92958	0.08875	4.3384	2.9135	0.0026256
9.8	1	0	0	0	4.9646	2.0751	-0.036451	3.9085	4.1249	-0.088159
9.8667	1	1.6598	-0.39936	-0.14868	5.1899	2.0128	-0.11743	4.08	4.0521	-0.11892
9.9333	1	2.0331	-0.165	0.088714	5.0028	1.9411	-0.092744	0	0	0
10	0	1.0083	2.0957	-0.097894	4.2239	0.96038	-0.23175	0	0	0
10.067	1	1.8383	-0.2831	0.023008	5.0061	1.9	-0.022201	3.9979	4.1256	0.050034
10.133	0	0.80766	2.0756	-0.10267	4.2596	1.0454	0.094598	4.1703	3.0602	0.032546
10.2	1	0	0	0	5.0858	1.9797	-0.076595	4.1754	3.9979	-0.18061
10.267	1	1.7605	-0.23182	0.096729	4.945	2.0079	0.037609	4.0897	4.1894	0.045546
10.333	1	1.748	-0.43425	0.052952	0	0	0	4.0042	4.0493	0.097853
